"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-10","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","61",",,W",,,"  230",",,W","  240",",,W","13.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-11","3.80",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"84",",,W","70",",,W",,,"  250",",,W","  240",",,W","13.0",",,W","25.1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-12","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","64",",,W",,,"  240",",,W","  270",",,W","15.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-13","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"70",",,W","53",",,W",,,"  300",",,W","  300",",,W","15.0",",,W","25.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-14","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"73",",,W","50",",,W",,,"  250",",,W","  240",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-15","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"75",",,W","55",",,W",,,"  160",",,W","  180",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-16","2.01",",,W",,,"0.30",",,W,2400","0.0",",,W,","0.0",",,W,",,,"75",",,W","57",",,W",,,"  260",",,W","  260",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-17","2.01",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","64",",,W",,,"   10",",,W","   20",",,W","6.9",",,W","11.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-18","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"75",",,W","60",",,W",,,"   70",",,W","   70",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-19","2.46",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"80",",,W","59",",,W",,,"  350",",,W","  300",",,W","14.1",",,W","25.9",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-20","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"67",",,W","54",",,W",,,"  300",",,W","  320",",,W","14.1",",,W","27.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-21","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"62",",,W","52",",,W",,,"  270",",,W","  250",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-22","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"74",",,W","55",",,W",,,"  290",",,W","  280",",,W","18.1",",,W","29.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-23","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"70",",,W","49",",,W",,,"  300",",,W","  300",",,W","15.0",",,W","25.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-24","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","56",",,W",,,"  240",",,W","  250",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-25","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","64",",,W",,,"  240",",,W","  200",",,W","13.0",",,W","21.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-26","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","67",",,W",,,"  230",",,W","  250",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-27","5.14",",,W",,,"0.08",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","70",",,W",,,"  170",",,W","  160",",,W","15.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-28","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","70",",,W",,,"   30",",,W","  310",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-29","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","65",",,W",,,"   50",",,W","  160",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-30","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","67",",,W",,,"  180",",,W","  180",",,W","14.1",",,W","25.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-05-31","5.59",",,W",,,"1.46",",,W,2400","0.0",",,W,","0.0",",,W,",,,"87",",,W","57",",,W",,,"   80",",,W","   60",",,W","19.9",",,W","28.0",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-01","10.29",",,W",,,"0.72",",,W,2400","0.0",",,W,","0.0",",,W,",,,"58",",,W","51",",,W",,,"   70",",,W","   70",",,W","16.1",",,W","29.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-02","6.26",",,W",,,"0.37",",,W,2400","0.0",",,W,","0.0",",,W,",,,"55",",,W","50",",,W",,,"   60",",,W","   50",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-03","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"70",",,W","52",",,W",,,"  150",",,W","  180",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-04","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"65",",,W","54",",,W",,,"   60",",,W","   80",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-05","2.91",",,W",,,"0.13",",,W,2400","0.0",",,W,","0.0",",,W,",,,"70",",,W","55",",,W",,,"   80",",,W","   50",",,W","8.9",",,W","14.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-06","4.70",",,W",,,"0.19",",,W,2400","0.0",",,W,","0.0",",,W,",,,"76",",,W","60",",,W",,,"  330",",,W","   50",",,W","8.9",",,W","21.9",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-07","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"74",",,W","55",",,W",,,"  190",",,W","  180",",,W","12.1",",,W","23.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-08","6.04",",,W",,,"0.06",",,W,2400","0.0",",,W,","0.0",",,W,",,,"79",",,W","63",",,W",,,"  250",",,W","  240",",,W","15.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-09","4.92",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","68",",,W",,,"  290",",,W","  280",",,W","15.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-10","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","65",",,W",,,"  230",",,W","  250",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-11","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"89",",,W","72",",,W",,,"  250",",,W","  250",",,W","14.1",",,W","19.0",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-12","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","73",",,W",,,"  170",",,W","  240",",,W","13.0",",,W","23.0",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-13","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","72",",,W",,,"  360",",,W","  320",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-14","2.68",",,W",,,"0.36",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","66",",,W",,,"  230",",,W","  210",",,W","10.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-15","4.70",",,W",,,"0.57",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","64",",,W",,,"   70",",,W","   60",",,W","17.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-16","2.24",",,W",,,"0.27",",,W,2400","0.0",",,W,","0.0",",,W,",,,"79",",,W","65",",,W",,,"  290",",,W","  310",",,W","8.1",",,W","13.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-17","3.80",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","66",",,W",,,"  160",",,W","   50",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-18","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"71",",,W","64",",,W",,,"  200",",,W","  170",",,W","8.1",",,W","15.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-19","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"87",",,W","68",",,W",,,"   60",",,W","   30",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-20","5.37",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"75",",,W","64",",,W",,,"   80",",,W","   60",",,W","15.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-21","4.47",",,W",,,"0.64",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","71",",,W",,,"  300",",,W","  310",",,W","16.1",",,W","29.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-22","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"87",",,W","70",",,W",,,"  260",",,W","  260",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-23","5.82",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,",,,"90",",,W","75",",,W",,,"  250",",,W","  250",",,W","16.1",",,W","27.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-24","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"84",",,W","68",",,W",,,"  340",",,W","  360",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-25","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","65",",,W",,,"  240",",,W","  250",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-26","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","69",",,W",,,"   60",",,W","   80",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-27","7.38",",,W",,,"1.12",",,W,2400","0.0",",,W,","0.0",",,W,",,,"71",",,W","58",",,W",,,"   60",",,W","   80",",,W","16.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-28","5.37",",,W",,,"0.29",",,W,2400","0.0",",,W,","0.0",",,W,",,,"73",",,W","62",",,W",,,"   60",",,W","   90",",,W","18.1",",,W","25.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-29","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"76",",,W","63",",,W",,,"  250",",,W","  250",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-06-30","4.92",",,W",,,"0.04",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","68",",,W",,,"  170",",,W","  170",",,W","14.1",",,W","25.1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-01","4.25",",,W",,,"0.39",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","69",",,W",,,"  260",",,W","  270",",,W","14.1",",,W","31.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-02","1.12",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"80",",,W","69",",,W",,,"   40",",,W","   50",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-03","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","66",",,W",,,"   60",",,W","   20",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-04","3.36",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"75",",,W","69",",,W",,,"  100",",,W","   50",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-05","1.57",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","68",",,W",,,"  180",",,W","  170",",,W","6.9",",,W","12.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-06","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","72",",,W",,,"  160",",,W","  160",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-07","4.92",",,W",,,"0.12",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","75",",,W",,,"  240",",,W","  250",",,W","13.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-08","3.13",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","77",",,W",,,"  280",",,W","  270",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-09","4.70",",,W",,,"0.30",",,W,2400","0.0",",,W,","0.0",",,W,",,,"79",",,W","68",",,W",,,"   70",",,W","  170",",,W","12.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-10","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"84",",,W","72",",,W",,,"   20",",,W","  300",",,W","12.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-11","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","69",",,W",,,"   40",",,W","   50",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-12","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"89",",,W","72",",,W",,,"  240",",,W","  250",",,W","6.9",",,W","12.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-13","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","73",",,W",,,"  160",",,W","  180",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-14","2.68",",,W",,,"0.42",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","73",",,W",,,"  160",",,W","  180",",,W","8.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-15","4.47",",,W",,,"0.12",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","72",",,W",,,"   10",",,W","   10",",,W","13.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-16","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"80",",,W","64",",,W",,,"   50",",,W","   60",",,W","15.0",",,W","23.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-17","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"81",",,W","67",",,W",,,"  180",",,W","  190",",,W","12.1",",,W","21.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-18","4.47",",,W",,,"0.32",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","71",",,W",,,"  260",",,W","  240",",,W","10.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-19","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"93",",,W","78",",,W",,,"  260",",,W","  260",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-20","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"94",",,W","82",",,W",,,"  270",",,W","  290",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-21","2.46",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"89",",,W","74",",,W",,,"  290",",,W","  260",",,W","10.1",",,W","19.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-22","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"85",",,W","69",",,W",,,"  290",",,W","  290",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-23","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","68",",,W",,,"  280",",,W","  280",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-24","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"87",",,W","70",",,W",,,"   40",",,W","  360",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-25","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","69",",,W",,,"  160",",,W","  170",",,W","10.1",",,W","19.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-26","4.47",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"90",",,W","74",",,W",,,"  180",",,W","  220",",,W","12.1",",,W","23.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-27","2.91",",,W",,,"0.36",",,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","71",",,W",,,"   10",",,W","   30",",,W","19.9",",,W","21.9",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-28","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"95",",,W","75",",,W",,,"   60",",,W","  170",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-29","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"96",",,W","78",",,W",,,"  250",",,W","  260",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-30","4.25",",,W",,,"1.95",",,W,2400","0.0",",,W,","0.0",",,W,",,,"87",",,W","76",",,W",,,"  220",",,W","  260",",,W","12.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-07-31","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"89",",,W","72",",,W",,,"  290",",,W","  250",",,W","12.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-08-01","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"89",",,W","75",",,W",,,"  290",",,W","  270",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-08-02","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"89",",,W","71",",,W",,,"  260",",,W","  250",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-08-03","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"90",",,W","75",",,W",,,"  250",",,W","  250",",,W","12.1",",,W","21.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-08-04","5.37",",,W",,,"0.43",",,W,2400","0.0",",,W,","0.0",",,W,",,,"89",",,W","69",",,W",,,"  290",",,W","  290",",,W","23.0",",,W","36.9",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-08-05","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"87",",,W","72",",,W",,,"  300",",,W","  270",",,W","12.1",",,W","21.0",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2015-08-06","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"83",",,W","67",",,W",,,"  290",",,W","  280",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,
